date,open,high,low,close,symbol
2023-07-14,2100.00982137668,2110.890701280186,2078.7211433046027,2098.590576171875,トヨタ
2023-07-18,2094.8059988839286,2126.5024762834823,2092.913671875,2119.40625,トヨタ
2023-07-19,2144.479879604891,2167.660888671875,2143.06063415181,2167.660888671875,トヨタ
2023-07-20,2168.1337124149404,2186.583901108849,2152.522014289326,2163.8759765625,トヨタ
2023-07-21,2165.768366419057,2177.1223290215166,2154.414403816598,2164.34912109375,トヨタ
2023-07-24,2192.261131930064,2207.399750018489,2183.2725774400615,2198.88427734375,トヨタ
2023-07-25,2191.7879372871516,2218.280517578125,2187.057119378049,2218.280517578125,トヨタ
2023-07-26,2193.207045128795,2200.7763533087045,2181.3800010976865,2196.99169921875,トヨタ
2023-07-27,2190.3686102596084,2203.6148999112866,2179.487729474302,2195.572509765625,トヨタ
2023-07-28,2165.295179966518,2201.7224748883928,2141.641092354911,2185.6376953125,トヨタ
2023-07-31,2223.484256101674,2257.546142578125,2222.0650108318214,2257.546142578125,トヨタ
2023-08-01,2268.900247864381,2331.347043677162,2258.492448562251,2313.843017578125,トヨタ
2023-08-02,2307.2199435330294,2411.7710215565685,2288.2966714925697,2367.7744140625,トヨタ
2023-08-03,2342.7011240102543,2343.647287630614,2271.7388524832877,2277.888916015625,トヨタ
2023-08-04,2277.415451923077,2324.2505432692305,2272.2115528846152,2306.2734375,トヨタ
2023-08-07,2300.5967831775524,2324.723954870346,2293.5005562090837,2312.423828125,トヨタ
2023-08-08,2330.8741335954423,2342.701179128198,2290.1890969627634,2293.027587890625,トヨタ
2023-08-09,2292.5544112047655,2296.3390656186407,2255.6540306694847,2266.534912109375,トヨタ
2023-08-10,2276.942763748263,2301.54301800027,2266.061882059875,2298.2314453125,トヨタ
2023-08-14,2308.165968074355,2327.089238974739,2273.630998681154,2278.36181640625,トヨタ
2023-08-15,2302.016065946834,2306.7468840026227,2284.5120391404153,2288.769775390625,トヨタ
2023-08-16,2270.792438963299,2282.6194829162328,2240.515206443788,2242.880615234375,トヨタ
2023-08-17,2233.419063120366,2250.9230888215843,2206.9264836806833,2249.03076171875,トヨタ
2023-08-18,2222.0650041822983,2240.5151926351637,2208.818715036651,2222.5380859375,トヨタ
2023-08-21,2223.0113762900655,2248.084711668523,2221.592130891285,2229.634521484375,トヨタ
2023-08-22,2257.5460665525425,2289.7156249191758,2254.707576108428,2286.404052734375,トヨタ
2023-08-23,2264.169432378364,2281.2003767088327,2260.857859869662,2280.727294921875,トヨタ
2023-08-24,2281.673606414795,2282.619770050049,2265.1157427978515,2270.792724609375,トヨタ
2023-08-25,2251.869313918972,2272.684912619063,2249.0308231871413,2266.061767578125,トヨタ
2023-08-28,2291.1349399252736,2315.2621094351207,2289.7156946599885,2305.327392578125,トヨタ
2023-08-29,2314.789132986004,2319.0468689755553,2286.404226388996,2300.5966796875,トヨタ
2023-08-30,2317.6278310970256,2330.874122027974,2308.639276536739,2324.2509765625,トヨタ
2023-08-31,2332.2931410560077,2388.1167902739808,2330.4008139638727,2379.601318359375,トヨタ
2023-09-01,2351.216487471938,2389.063030529836,2349.3241603190427,2383.859130859375,トヨタ
2023-09-04,2403.255505970284,2459.5522392794305,2402.309342385256,2457.659912109375,トヨタ
2023-09-05,2460.0252306935595,2469.0137844210935,2425.963342883956,2449.617431640625,トヨタ
2023-09-06,2466.648585402619,2520.5799123561865,2465.229339956473,2508.27978515625,トヨタ
2023-09-07,2513.9567195239915,2527.676091911307,2491.2487928139517,2495.033447265625,トヨタ
2023-09-08,2470.4330780814807,2503.0757212043495,2458.132951687356,2462.86376953125,トヨタ
2023-09-11,2469.959968746237,2477.0561954329237,2446.778961569725,2455.29443359375,トヨタ
2023-09-12,2482.7331459352654,2516.7950336081576,2478.002328202919,2513.95654296875,トヨタ
2023-09-13,2513.9562944547843,2568.8337747251558,2508.2793137371596,2561.737548828125,トヨタ
2023-09-14,2569.307058409312,2608.5728447926617,2548.9645425721546,2600.057373046875,トヨタ
2023-09-15,2637.903864231681,2688.996693739755,2630.807637911115,2669.600341796875,トヨタ
2023-09-19,2655.408147176107,2730.1550716824004,2647.3657565646704,2724.951171875,トヨタ
2023-09-20,2743.8745387582617,2754.7554205498895,2646.419684450641,2648.31201171875,トヨタ
2023-09-21,2648.311782171345,2682.3736700449317,2625.6038569222874,2635.53857421875,トヨタ
2023-09-22,2601.4765761582166,2659.665632144298,2587.757205234669,2638.376953125,トヨタ
2023-09-25,2635.065655394911,2638.8503098371298,2592.9613747252256,2612.830810546875,トヨタ
2023-09-26,2616.142352543197,2617.5615979424065,2561.7379455734917,2570.25341796875,トヨタ
2023-09-27,2554.6415237360125,2603.3689453924585,2532.879762607891,2600.057373046875,トヨタ
2023-09-28,2601.9706208425723,2627.3207022588695,2561.793133314856,2588.578125,トヨタ
2023-09-29,2600.0575203518906,2609.1452857835843,2559.4017276311565,2561.31494140625,トヨタ
2023-10-02,2583.3167802748912,2627.3206950657245,2567.0544639391487,2570.402587890625,トヨタ
2023-10-03,2563.7062027651154,2570.402450309651,2480.481411854457,2491.960693359375,トヨタ
2023-10-04,2444.1304371176525,2451.7832917152814,2363.7754638425517,2369.993408203125,トヨタ
2023-10-05,2418.301951616795,2477.611572265625,2396.778298961978,2477.611572265625,トヨタ
2023-10-06,2453.2182708787695,2491.0042415162084,2425.954975608719,2460.392822265625,トヨタ
2023-10-10,2487.1778776314536,2525.9204561099436,2482.3948432513935,2510.61474609375,トヨタ
2023-10-11,2535.0082368681633,2564.6630502051116,2525.4421680497926,2535.96484375,トヨタ
2023-10-12,2561.7931581817406,2621.102783203125,2557.0101239058226,2621.102783203125,トヨタ
2023-10-13,2590.4912994186047,2607.710222383721,2560.836487645349,2570.880859375,トヨタ
2023-10-16,2535.0081502584585,2549.3572529957705,2516.354316699953,2544.57421875,トヨタ
